Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price,% Marked Local
2013-02-01,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,345.0,1.54,0.48,1.99,
2013-02-08,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,206.0,1.0,0.89,1.69,
2013-02-08,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,89.0,0.99,0.99,0.99,
2013-02-08,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,1076.0,1.14,0.5,1.69,
2013-02-08,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,483.0,2.66,1.99,3.97,
2013-02-08,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,5 lb bag,237.0,3.99,3.99,3.99,
2013-02-08,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,70.0,1.27,1.27,1.27,
2013-02-08,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,466.0,1.09,0.98,1.69,
2013-02-08,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,118.0,3.97,3.97,3.97,
2013-02-08,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,312.0,1.36,1.27,1.69,
2013-02-08,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,Y,,per pound,16.0,1.34,0.99,1.69,
2013-02-08,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,635.0,1.24,0.89,1.69,
2013-02-08,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,18.0,1.69,1.69,1.69,
2013-02-08,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,52.0,1.24,0.99,1.29,
2013-02-08,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,3 lb bag,15.0,2.99,2.99,2.99,
2013-02-08,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,13.0,1.99,1.99,1.99,
2013-02-08,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,391.0,1.28,0.69,1.69,
2013-02-08,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,8.0,0.99,0.99,0.99,
2013-02-15,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,745.0,1.1,0.5,1.69,
2013-02-15,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,118.0,1.31,1.25,1.49,
2013-02-15,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,118.0,2.49,2.49,2.49,
2013-02-15,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,1270.0,1.09,0.33,1.69,
2013-02-15,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,276.0,2.99,2.99,2.99,
2013-02-15,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,444.0,1.38,0.99,1.99,
2013-02-15,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,692.0,1.35,0.99,1.79,
2013-02-15,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,276.0,0.99,0.99,0.99,
2013-02-15,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,8.0,1.69,1.69,1.69,
2013-02-15,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,162.0,1.19,0.99,1.27,
2013-02-15,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,260.0,1.61,0.49,1.69,
2013-02-15,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,21.0,1.99,1.99,1.99,
2013-02-15,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,521.0,1.0,0.99,1.69,
2013-02-15,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,89.0,1.25,1.25,1.25,
2013-02-22,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,456.0,1.04,0.88,1.27,
2013-02-22,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,89.0,1.25,1.25,1.25,
2013-02-22,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,14.0,1.99,1.99,1.99,
2013-02-22,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,812.0,0.92,0.5,1.49,
2013-02-22,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,130.0,1.38,1.25,1.99,
2013-02-22,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,118.0,2.99,2.99,2.99,
2013-02-22,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,604.0,1.26,0.99,1.59,
2013-02-22,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,91.0,1.99,1.98,1.99,
2013-02-22,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,349.0,0.98,0.69,0.99,
2013-02-22,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,3 lb bag,330.0,5.99,5.99,5.99,
2013-02-22,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,241.0,2.97,1.99,2.99,
2013-02-22,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,153.0,1.18,0.78,1.27,
2013-02-22,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,308.0,1.93,0.5,1.99,
2013-02-22,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,3 lb bag,89.0,3.99,3.99,3.99,
2013-02-22,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,8.0,1.99,1.99,1.99,
2013-02-22,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,585.0,0.96,0.33,1.79,
2013-02-22,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,89.0,0.99,0.99,0.99,
2013-03-01,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,452.0,1.25,0.88,1.49,
2013-03-01,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,1215.0,1.28,0.33,1.69,
2013-03-01,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,276.0,2.99,2.99,2.99,
2013-03-01,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,221.0,1.39,1.25,1.49,
2013-03-01,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,167.0,1.42,0.78,1.49,
2013-03-01,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,213.0,1.49,1.49,1.49,
2013-03-01,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,304.0,1.68,1.49,1.69,
2013-03-01,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,573.0,1.42,0.5,1.69,
2013-03-01,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,185.0,0.99,0.99,0.99,
2013-03-01,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,12.0,0.5,0.5,0.5,
2013-03-01,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,689.0,1.55,0.69,1.69,
2013-03-08,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,117.0,0.94,0.88,1.49,
2013-03-08,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,18.0,1.49,1.49,1.49,
2013-03-08,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,118.0,2.49,2.49,2.49,
2013-03-08,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,1482.0,0.98,0.33,1.49,
2013-03-08,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,294.0,1.27,0.99,1.99,
2013-03-08,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,132.0,1.03,0.99,1.49,
2013-03-08,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,119.0,1.29,1.29,1.29,
2013-03-08,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,217.0,1.01,0.99,1.49,
2013-03-08,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,26.0,1.24,0.99,1.79,
2013-03-08,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,70.0,1.99,1.99,1.99,
2013-03-08,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,21.0,0.8,0.78,0.99,
2013-03-08,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,18.0,0.99,0.99,0.99,
2013-03-08,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,298.0,0.99,0.79,1.0,
2013-03-08,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,256.0,1.32,0.99,1.49,
2013-03-15,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,278.0,0.97,0.69,1.49,
2013-03-15,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,14.0,1.99,1.99,1.99,
2013-03-15,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,5 lb bag,143.0,5.0,5.0,5.0,
2013-03-15,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,1276.0,1.12,0.49,1.69,
2013-03-15,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,89.0,2.5,2.5,2.5,
2013-03-15,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,142.0,1.52,1.49,1.99,
2013-03-15,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,208.0,0.92,0.69,1.79,
2013-03-15,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,16.0,1.78,1.78,1.78,
2013-03-15,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,224.0,0.96,0.69,1.49,
2013-03-15,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,97.0,0.89,0.69,0.99,
2013-03-15,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,8.0,1.69,1.69,1.69,
2013-03-15,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,98.0,0.99,0.99,1.0,
2013-03-15,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,105.0,1.07,0.99,1.49,
2013-03-15,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,736.0,1.02,0.5,1.49,
2013-03-22,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,97.0,1.05,0.99,1.69,
2013-03-22,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,3 lb bag,89.0,2.5,2.5,2.5,
2013-03-22,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,75.0,1.49,1.49,1.49,
2013-03-22,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,1018.0,0.91,0.33,1.99,
2013-03-22,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,277.0,2.83,2.5,2.99,
2013-03-22,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,12.0,1.82,1.49,1.99,
2013-03-22,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,118.0,2.99,2.99,2.99,
2013-03-22,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,877.0,1.38,0.99,1.69,
2013-03-22,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,284.0,1.01,0.99,1.69,
2013-03-22,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,278.0,1.34,0.5,1.49,
2013-03-22,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,13.0,1.99,1.99,1.99,
2013-03-22,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,298.0,1.0,0.79,1.79,
2013-03-22,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,29.0,1.12,0.99,1.29,
2013-03-29,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,442.0,1.17,0.5,1.49,
2013-03-29,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,1184.0,1.27,0.33,1.69,
2013-03-29,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,89.0,2.99,2.99,2.99,
2013-03-29,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,263.0,1.69,1.49,1.79,
2013-03-29,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,831.0,1.4,0.99,1.69,
2013-03-29,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,276.0,0.99,0.99,0.99,
2013-03-29,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,234.0,1.27,0.79,1.49,
2013-03-29,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,10.0,1.5,1.5,1.5,
2013-03-29,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,13.0,1.99,1.99,1.99,
2013-03-29,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,560.0,1.18,0.5,1.49,
2013-03-29,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,89.0,0.99,0.99,0.99,
2013-04-05,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,248.0,1.16,0.99,1.29,
2013-04-05,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,89.0,1.25,1.25,1.25,
2013-04-05,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,5 lb bag,90.0,3.99,3.99,3.99,
2013-04-05,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,1430.0,1.33,0.5,1.69,
2013-04-05,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,276.0,2.99,2.99,2.99,
2013-04-05,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,93.0,1.26,1.25,1.49,
2013-04-05,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,404.0,1.0,0.99,1.39,
2013-04-05,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,88.0,1.56,1.49,1.99,
2013-04-05,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,538.0,1.07,0.99,1.29,
2013-04-05,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,105.0,0.99,0.99,0.99,
2013-04-05,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,19.0,0.78,0.78,0.78,
2013-04-05,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,9.0,0.88,0.88,0.88,
2013-04-05,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,776.0,0.95,0.33,1.49,
2013-04-05,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,89.0,1.25,1.25,1.25,
2013-04-12,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,686.0,1.2,0.5,1.49,
2013-04-12,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,1167.0,0.92,0.5,1.29,
2013-04-12,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,118.0,2.99,2.99,2.99,
2013-04-12,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,221.0,1.5,1.39,1.59,
2013-04-12,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,330.0,3.99,3.99,3.99,
2013-04-12,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,503.0,0.99,0.99,0.99,
2013-04-12,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,13.0,1.99,1.99,1.99,
2013-04-12,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,484.0,0.97,0.88,0.99,
2013-04-12,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,330.0,3.99,3.99,3.99,
2013-04-12,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,9.0,0.88,0.88,0.88,
2013-04-12,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,353.0,1.49,1.49,1.49,
2013-04-12,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,1208.0,1.12,0.5,1.49,
2013-04-12,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,89.0,1.49,1.49,1.49,
2013-04-19,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,72.0,0.99,0.99,0.99,
2013-04-19,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,70.0,1.29,1.29,1.29,
2013-04-19,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,208.0,3.14,2.49,3.99,
2013-04-19,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,604.0,0.94,0.49,1.29,
2013-04-19,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,276.0,2.99,2.99,2.99,
2013-04-19,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,297.0,1.3,0.99,1.69,
2013-04-19,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,466.0,1.34,0.5,1.79,
2013-04-19,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,13.0,1.99,1.99,1.99,
2013-04-19,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,488.0,1.29,0.79,1.49,
2013-04-19,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,16.0,1.5,1.5,1.5,
2013-04-19,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,661.0,1.16,0.69,1.49,
2013-04-19,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,275.0,1.28,0.99,1.49,
2013-04-26,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,6.0,0.99,0.99,0.99,
2013-04-26,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,296.0,3.0,3.0,3.0,
2013-04-26,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,804.0,1.18,0.49,1.69,
2013-04-26,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,365.0,2.99,2.99,2.99,
2013-04-26,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,207.0,1.52,1.49,1.78,
2013-04-26,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,360.0,1.32,0.99,1.49,
2013-04-26,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,263.0,1.46,0.99,1.79,
2013-04-26,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,9.0,0.88,0.88,0.88,
2013-04-26,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,14.0,1.93,1.79,1.98,
2013-04-26,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,414.0,3.0,2.99,3.0,
2013-04-26,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,454.0,0.9,0.49,0.99,
2013-05-03,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,266.0,0.91,0.5,0.99,
2013-05-03,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,118.0,2.99,2.99,2.99,
2013-05-03,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,5 lb bag,19.0,2.98,2.98,2.98,
2013-05-03,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,1093.0,1.26,0.49,1.69,
2013-05-03,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,89.0,1.14,0.99,1.69,
2013-05-03,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,137.0,0.99,0.99,1.0,
2013-05-03,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,8.0,1.69,1.69,1.69,
2013-05-03,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,652.0,1.49,0.99,1.69,
2013-05-03,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,Y,,per pound,70.0,1.49,1.49,1.49,
2013-05-03,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,296.0,1.69,1.69,1.69,
2013-05-03,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,2.0,1.29,1.29,1.29,
2013-05-03,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,984.0,1.31,0.5,1.69,
2013-05-03,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,70.0,1.49,1.49,1.49,
2013-05-10,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,99.0,1.05,0.99,1.69,
2013-05-10,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,1028.0,1.27,0.5,1.79,
2013-05-10,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,89.0,3.49,3.49,3.49,
2013-05-10,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,83.0,0.99,0.99,0.99,
2013-05-10,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,661.0,1.36,0.99,1.99,
2013-05-10,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,209.0,0.99,0.99,0.99,
2013-05-10,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,150.0,0.84,0.5,0.99,
2013-05-10,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,2.0,1.29,1.29,1.29,
2013-05-10,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,42.0,1.48,1.29,1.59,
2013-05-10,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,253.0,0.95,0.5,0.99,
2013-05-10,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,231.0,1.36,0.99,1.5,
2013-05-17,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,68.0,1.12,0.79,1.29,
2013-05-17,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,734.0,0.97,0.5,1.29,
2013-05-17,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,12.0,1.76,1.29,1.99,
2013-05-17,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,494.0,1.0,0.99,1.39,
2013-05-17,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,485.0,0.99,0.99,0.99,
2013-05-17,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,54.0,1.21,1.19,1.29,
2013-05-17,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,1094.0,0.96,0.5,1.79,
2013-05-17,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,89.0,0.99,0.99,0.99,
2013-05-24,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,246.0,0.98,0.89,1.0,
2013-05-24,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,97.0,1.35,1.29,1.99,
2013-05-24,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,209.0,0.99,0.99,0.99,
2013-05-24,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,209.0,0.99,0.99,0.99,
2013-05-24,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,284.0,0.88,0.5,0.99,
2013-05-31,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,8.0,1.99,1.99,1.99,
2013-05-31,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,6.0,2.0,2.0,2.0,
2013-05-31,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,507.0,0.91,0.5,2.0,
2013-05-31,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,89.0,1.49,1.49,1.49,
2013-05-31,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,276.0,0.99,0.99,0.99,
2013-05-31,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,276.0,0.99,0.99,0.99,
